Client id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
58927,Female,Loyal Customer,50,Business travel,Eco,212,5,2,2,3,2,5,5,5,5,1,5,5,satisfied
58997,Male,Loyal Customer,30,Business travel,Business,157,2,2,4,4,3,4,3,5,5,4,5,4,satisfied
59071,Female,Loyal Customer,29,Business travel,Business,1742,1,1,1,1,1,1,2,3,4,4,4,1,neutral or dissatisfied
59146,Male,Loyal Customer,35,Personal Travel,Eco,337,1,1,1,1,1,1,4,4,5,5,5,1,neutral or dissatisfied
59174,Male,Loyal Customer,39,Business travel,Business,2344,5,3,3,3,3,4,4,4,4,1,4,5,satisfied
59201,Male,Loyal Customer,42,Business travel,Eco Plus,819,4,1,4,4,4,4,1,3,2,5,5,4,satisfied
59474,Female,Loyal Customer,22,Personal Travel,Eco,1709,3,3,5,3,5,5,4,3,2,5,4,5,neutral or dissatisfied
59521,Female,Loyal Customer,56,Personal Travel,Eco,746,3,3,4,3,2,5,5,3,3,2,5,3,neutral or dissatisfied
59754,Female,Loyal Customer,21,Personal Travel,Eco,683,4,3,3,3,3,3,4,2,4,4,5,3,satisfied
59843,Male,Loyal Customer,44,Business travel,Eco,1012,1,1,1,1,1,2,4,2,3,1,1,1,neutral or dissatisfied
59936,Female,Loyal Customer,71,Business travel,Eco Plus,612,4,2,1,4,4,4,4,4,4,2,4,2,neutral or dissatisfied
59987,Male,Loyal Customer,43,Personal Travel,Eco,507,2,2,5,2,5,5,1,5,4,1,4,5,neutral or dissatisfied
60065,Female,disloyal Customer,38,Business travel,Eco,143,3,3,1,3,1,1,4,4,3,3,3,1,neutral or dissatisfied
60212,Female,Loyal Customer,38,Business travel,Business,1021,3,3,3,5,5,5,5,5,5,5,5,5,satisfied
60665,Male,Loyal Customer,32,Personal Travel,Eco,1205,5,5,5,5,5,5,5,3,1,4,3,5,satisfied
60784,Male,disloyal Customer,39,Business travel,Business,544,4,4,4,4,4,4,4,4,5,3,5,4,neutral or dissatisfied
61001,Female,Loyal Customer,51,Business travel,Eco,316,2,5,3,2,2,2,2,2,2,1,2,3,neutral or dissatisfied
61067,Female,disloyal Customer,25,Business travel,Business,2295,3,3,4,3,4,4,3,5,4,3,4,4,neutral or dissatisfied
61756,Male,Loyal Customer,35,Business travel,Eco,139,2,1,2,2,2,2,3,1,4,3,3,2,neutral or dissatisfied
62123,Male,disloyal Customer,41,Business travel,Business,322,2,3,5,2,5,5,5,2,4,4,4,5,satisfied
62157,Male,Loyal Customer,74,Business travel,Business,399,2,1,2,4,4,2,2,2,2,1,2,4,neutral or dissatisfied
62210,Male,Loyal Customer,21,Personal Travel,Eco,2640,3,3,5,3,5,5,2,3,5,3,5,5,neutral or dissatisfied
62500,Male,Loyal Customer,37,Business travel,Eco,373,4,3,4,4,4,4,2,4,3,3,5,4,satisfied
62677,Male,disloyal Customer,23,Business travel,Eco,867,2,2,1,2,1,1,4,3,5,3,5,1,neutral or dissatisfied
62742,Female,Loyal Customer,44,Business travel,Business,1511,1,4,1,4,4,4,4,4,1,2,4,3,neutral or dissatisfied
63112,Female,Loyal Customer,42,Personal Travel,Eco,733,1,1,3,5,5,4,4,1,4,4,4,4,neutral or dissatisfied
63132,Female,disloyal Customer,29,Business travel,Eco,978,1,1,5,1,5,5,3,2,3,2,1,5,neutral or dissatisfied
63216,Female,Loyal Customer,9,Personal Travel,Eco,868,3,3,5,3,5,5,4,3,3,3,3,5,neutral or dissatisfied
63234,Female,disloyal Customer,33,Business travel,Eco,128,3,3,1,3,1,1,2,5,3,2,4,1,neutral or dissatisfied
63294,Female,Loyal Customer,42,Personal Travel,Eco,301,1,1,5,4,5,3,3,1,3,3,3,4,neutral or dissatisfied
63492,Female,Loyal Customer,33,Business travel,Business,305,1,0,2,3,4,5,5,0,3,2,5,4,neutral or dissatisfied
63610,Male,Loyal Customer,50,Business travel,Eco,503,2,2,2,2,2,2,5,1,4,3,4,2,satisfied
63805,Female,Loyal Customer,35,Business travel,Business,765,4,4,1,5,3,5,5,5,5,4,5,4,satisfied
63811,Male,Loyal Customer,36,Business travel,Business,3963,3,4,1,4,3,3,3,3,3,1,3,3,neutral or dissatisfied
63847,Female,Loyal Customer,35,Personal Travel,Eco,253,4,4,1,4,5,1,4,3,4,1,4,1,neutral or dissatisfied
64223,Male,Loyal Customer,17,Personal Travel,Eco,733,1,1,4,1,4,4,2,1,3,4,3,4,neutral or dissatisfied
64239,Female,Loyal Customer,45,Business travel,Business,2611,4,4,4,4,4,3,5,3,4,4,3,4,satisfied
64562,Female,Loyal Customer,14,Personal Travel,Eco,337,4,4,2,4,1,2,3,5,4,3,4,2,neutral or dissatisfied
64659,Female,Loyal Customer,55,Business travel,Eco,689,4,2,2,4,1,4,4,4,4,3,4,2,satisfied
64713,Female,disloyal Customer,20,Business travel,Eco,612,3,3,2,3,1,2,4,4,4,2,3,2,neutral or dissatisfied
64830,Female,Loyal Customer,31,Business travel,Business,1704,1,1,4,4,4,4,4,2,4,4,4,4,satisfied
64862,Male,Loyal Customer,50,Business travel,Business,2300,1,4,2,5,4,5,5,4,5,4,5,4,satisfied
64924,Male,Loyal Customer,64,Personal Travel,Eco,928,3,3,1,3,1,1,4,3,4,1,4,1,neutral or dissatisfied
65005,Female,Loyal Customer,57,Personal Travel,Eco,407,2,2,3,3,4,2,2,2,2,5,2,5,neutral or dissatisfied
65131,Female,Loyal Customer,26,Business travel,Business,1205,5,5,4,4,4,4,5,3,5,3,5,4,satisfied
65210,Male,disloyal Customer,27,Business travel,Business,290,2,3,1,3,1,1,5,5,4,4,4,1,neutral or dissatisfied
65374,Male,Loyal Customer,49,Business travel,Eco,680,5,5,5,5,5,5,2,4,1,2,3,5,satisfied
65497,Male,Loyal Customer,57,Business travel,Business,3263,5,5,3,4,4,5,5,5,5,5,5,4,satisfied
65547,Male,Loyal Customer,55,Personal Travel,Eco Plus,1105,2,3,3,3,3,3,1,4,3,1,3,3,neutral or dissatisfied
65689,Male,Loyal Customer,37,Business travel,Business,3281,3,2,3,4,5,4,4,4,4,3,4,3,satisfied
65715,Female,Loyal Customer,57,Business travel,Business,3321,1,4,5,5,4,4,4,4,4,5,4,4,satisfied
65833,Female,Loyal Customer,12,Business travel,Business,759,3,2,3,3,3,3,1,3,3,3,3,3,neutral or dissatisfied
65845,Male,Loyal Customer,9,Personal Travel,Eco,200,2,2,4,2,4,4,4,2,5,5,5,4,neutral or dissatisfied
65903,Male,Loyal Customer,44,Business travel,Business,3479,3,3,4,4,5,5,5,5,5,3,5,3,satisfied
65950,Male,Loyal Customer,59,Business travel,Business,546,5,5,3,4,4,4,4,5,4,3,4,5,satisfied
65990,Female,Loyal Customer,27,Business travel,Business,691,3,2,3,3,3,3,3,4,4,2,4,3,neutral or dissatisfied
65997,Female,Loyal Customer,55,Business travel,Business,255,2,2,5,4,5,4,4,4,4,4,4,3,satisfied
66207,Male,Loyal Customer,11,Personal Travel,Eco,1010,3,3,5,3,3,5,1,1,4,2,3,5,neutral or dissatisfied
66448,Female,Loyal Customer,51,Personal Travel,Eco,402,4,4,5,3,4,2,2,4,2,2,2,4,neutral or dissatisfied
66988,Male,Loyal Customer,20,Personal Travel,Eco,1721,2,2,1,2,1,1,5,4,4,5,5,1,neutral or dissatisfied
66999,Male,Loyal Customer,48,Business travel,Business,2607,4,4,5,4,5,5,5,5,5,3,5,5,satisfied
67368,Female,Loyal Customer,33,Business travel,Business,2072,2,5,1,3,4,2,2,2,2,3,2,1,neutral or dissatisfied
67465,Male,Loyal Customer,29,Personal Travel,Eco,925,2,2,4,2,4,4,5,1,2,1,1,4,neutral or dissatisfied
67485,Male,Loyal Customer,43,Business travel,Business,1566,5,5,5,5,5,4,4,4,4,4,4,3,satisfied
67556,Male,Loyal Customer,47,Business travel,Business,2586,1,4,4,5,5,4,5,5,3,5,3,5,satisfied
68321,Male,Loyal Customer,50,Business travel,Business,268,2,2,5,5,5,5,5,5,5,3,5,4,satisfied
68345,Female,Loyal Customer,30,Business travel,Business,2304,3,2,3,3,3,3,1,2,4,1,3,3,neutral or dissatisfied
68865,Female,Loyal Customer,79,Business travel,Business,3136,2,2,2,3,4,2,2,2,2,4,2,4,neutral or dissatisfied
69053,Female,Loyal Customer,57,Business travel,Business,86,0,0,4,4,4,1,1,1,1,3,1,3,satisfied
69075,Male,Loyal Customer,47,Business travel,Business,1649,4,3,5,5,4,2,2,2,2,4,2,3,satisfied
69085,Male,disloyal Customer,45,Business travel,Business,599,4,3,4,4,5,4,4,3,5,5,4,4,neutral or dissatisfied
69239,Male,Loyal Customer,41,Business travel,Business,2684,5,5,5,4,5,5,5,5,5,3,5,3,satisfied
69261,Male,Loyal Customer,9,Personal Travel,Business,931,4,3,4,3,4,4,4,4,5,3,4,4,neutral or dissatisfied
69441,Female,Loyal Customer,48,Business travel,Business,296,4,4,5,4,4,4,4,3,4,1,4,3,neutral or dissatisfied
69670,Male,Loyal Customer,45,Business travel,Eco,712,2,2,2,2,2,2,3,5,3,3,3,2,neutral or dissatisfied
69796,Female,Loyal Customer,32,Business travel,Business,3043,4,4,4,4,4,4,3,4,2,4,5,4,satisfied
70222,Male,Loyal Customer,56,Personal Travel,Eco,338,2,2,2,2,2,2,4,3,4,3,5,2,neutral or dissatisfied
70493,Male,Loyal Customer,38,Business travel,Business,628,4,4,4,3,3,1,4,4,3,3,1,3,satisfied
70506,Female,Loyal Customer,43,Business travel,Business,373,3,3,3,4,4,4,4,4,4,4,4,3,satisfied
70769,Female,Loyal Customer,35,Business travel,Business,937,5,5,3,4,4,5,5,5,5,4,5,4,satisfied
70861,Male,Loyal Customer,20,Personal Travel,Eco,846,3,2,3,2,3,3,2,2,4,1,3,3,neutral or dissatisfied
71027,Male,Loyal Customer,42,Business travel,Business,624,5,5,2,4,4,4,4,4,4,3,4,5,satisfied
71058,Female,Loyal Customer,35,Business travel,Business,416,3,2,3,4,3,3,3,3,3,2,3,4,neutral or dissatisfied
71190,Male,Loyal Customer,24,Personal Travel,Eco,888,4,4,2,4,2,2,4,2,5,4,4,2,satisfied
71665,Female,Loyal Customer,20,Business travel,Business,2475,4,1,3,4,4,3,2,3,3,4,2,4,neutral or dissatisfied
71772,Female,Loyal Customer,46,Personal Travel,Eco,1189,4,4,4,4,4,1,1,4,1,5,1,3,neutral or dissatisfied
71825,Female,Loyal Customer,19,Personal Travel,Eco,758,3,3,1,3,1,1,3,5,5,5,5,1,neutral or dissatisfied
71930,Female,Loyal Customer,39,Business travel,Business,1967,3,3,4,5,4,2,1,1,2,4,1,4,satisfied
72155,Male,Loyal Customer,51,Business travel,Business,1726,3,3,2,4,4,5,5,5,5,3,5,3,satisfied
72599,Male,disloyal Customer,27,Business travel,Business,692,2,3,5,3,5,5,3,2,3,2,4,5,neutral or dissatisfied
72649,Male,Loyal Customer,29,Business travel,Business,1449,2,4,2,3,2,2,2,2,4,1,4,2,neutral or dissatisfied
72698,Male,disloyal Customer,20,Business travel,Eco,262,2,2,3,2,3,3,1,4,2,1,2,3,neutral or dissatisfied
72754,Male,Loyal Customer,56,Personal Travel,Eco,1183,2,2,5,2,5,5,1,4,2,1,4,5,neutral or dissatisfied
72848,Male,disloyal Customer,20,Business travel,Eco,829,4,4,1,4,3,1,5,5,5,3,5,1,satisfied
73063,Male,Loyal Customer,66,Personal Travel,Eco,669,2,2,1,2,1,1,3,2,4,4,4,1,neutral or dissatisfied
73071,Female,Loyal Customer,49,Personal Travel,Eco,1005,2,2,5,4,4,3,3,2,3,3,3,3,neutral or dissatisfied
73215,Female,Loyal Customer,66,Personal Travel,Eco Plus,151,2,2,2,4,5,2,2,2,4,5,2,3,neutral or dissatisfied
73277,Female,Loyal Customer,30,Personal Travel,Eco,692,4,4,2,4,1,2,3,4,1,3,5,2,neutral or dissatisfied
73305,Female,disloyal Customer,19,Business travel,Eco,649,2,1,3,1,3,3,4,3,4,5,4,3,neutral or dissatisfied
73382,Male,Loyal Customer,54,Business travel,Business,2584,3,4,4,5,4,5,5,4,5,4,5,4,satisfied
73908,Female,Loyal Customer,51,Personal Travel,Eco Plus,848,3,3,4,5,5,1,1,3,5,5,1,3,neutral or dissatisfied
74486,Male,Loyal Customer,38,Personal Travel,Eco,1726,3,3,5,3,3,5,5,5,5,5,4,5,neutral or dissatisfied
74611,Female,Loyal Customer,57,Personal Travel,Eco,296,3,3,1,1,2,5,5,3,5,4,5,4,neutral or dissatisfied
74883,Male,Loyal Customer,69,Personal Travel,Eco Plus,590,1,1,1,1,1,1,4,5,4,2,4,1,neutral or dissatisfied
74929,Female,Loyal Customer,36,Business travel,Business,692,2,2,2,4,4,4,4,4,4,2,4,5,satisfied
75080,Female,Loyal Customer,11,Personal Travel,Eco,833,3,3,1,3,1,1,1,1,3,3,2,1,neutral or dissatisfied
75082,Male,Loyal Customer,52,Personal Travel,Eco,828,3,2,5,2,2,5,4,3,2,4,3,5,neutral or dissatisfied
75148,Female,Loyal Customer,34,Business travel,Business,2237,1,1,3,5,4,4,4,4,5,3,4,5,satisfied
75507,Female,Loyal Customer,50,Personal Travel,Eco,667,2,2,4,5,5,4,4,2,4,5,4,5,neutral or dissatisfied
75549,Male,Loyal Customer,40,Business travel,Eco,192,3,3,3,3,3,3,2,3,5,5,3,3,satisfied
75594,Female,Loyal Customer,29,Business travel,Business,3933,4,4,3,3,3,3,1,3,1,3,3,3,satisfied
75979,Male,Loyal Customer,12,Business travel,Business,867,5,5,3,4,3,3,5,4,5,5,4,3,satisfied
76234,Female,Loyal Customer,31,Personal Travel,Eco,255,3,3,3,3,3,3,1,3,1,3,3,3,neutral or dissatisfied
76362,Female,Loyal Customer,43,Business travel,Business,328,4,4,2,4,4,4,4,4,4,4,4,4,satisfied
76729,Female,Loyal Customer,51,Business travel,Business,483,3,3,4,4,5,5,5,5,5,4,5,4,satisfied
76741,Male,disloyal Customer,21,Business travel,Eco,853,4,4,1,4,1,1,5,5,2,5,5,1,satisfied
76797,Female,Loyal Customer,23,Personal Travel,Eco,1189,2,2,5,2,5,5,5,5,4,4,4,5,neutral or dissatisfied
76979,Female,Loyal Customer,28,Business travel,Business,685,4,2,4,4,4,4,3,2,5,5,5,4,satisfied
77054,Male,Loyal Customer,58,Personal Travel,Eco,874,2,3,5,3,5,5,5,5,3,5,4,5,neutral or dissatisfied
77070,Male,disloyal Customer,38,Business travel,Business,696,3,3,1,3,1,1,3,4,5,3,5,1,neutral or dissatisfied
77134,Female,Loyal Customer,42,Business travel,Business,1748,1,1,1,4,5,3,3,3,3,5,3,3,satisfied
77178,Male,Loyal Customer,39,Business travel,Business,1061,3,4,4,3,3,3,3,3,3,3,3,3,neutral or dissatisfied
77668,Male,Loyal Customer,50,Business travel,Eco,2342,2,1,1,2,1,1,4,3,2,4,3,1,neutral or dissatisfied
77752,Female,Loyal Customer,24,Personal Travel,Eco,270,2,2,1,2,1,1,3,5,4,5,4,1,neutral or dissatisfied
78156,Male,disloyal Customer,20,Business travel,Business,1099,4,4,4,4,4,4,4,2,5,4,4,4,satisfied
78601,Male,disloyal Customer,23,Business travel,Eco,179,4,4,1,4,1,1,4,1,3,3,3,1,neutral or dissatisfied
78606,Female,disloyal Customer,20,Business travel,Eco,223,3,3,5,3,5,5,3,4,4,4,5,5,neutral or dissatisfied
78657,Female,Loyal Customer,42,Business travel,Business,3224,5,5,5,4,4,5,5,5,5,4,5,4,satisfied
78686,Male,Loyal Customer,63,Business travel,Business,3729,1,5,3,4,5,4,4,4,4,5,4,4,satisfied
79153,Female,Loyal Customer,47,Personal Travel,Eco,1056,3,3,5,4,5,1,1,3,1,4,1,5,neutral or dissatisfied
79166,Female,Loyal Customer,24,Business travel,Business,1517,5,5,5,5,5,5,5,2,4,3,5,5,satisfied
79522,Male,Loyal Customer,20,Personal Travel,Business,650,4,4,2,4,2,2,4,1,5,3,4,2,neutral or dissatisfied
79722,Female,Loyal Customer,34,Business travel,Business,404,5,5,2,4,5,5,5,5,5,3,5,3,satisfied
79966,Female,Loyal Customer,39,Business travel,Business,2867,5,5,3,5,4,4,4,4,4,3,4,3,satisfied
80235,Male,disloyal Customer,37,Business travel,Eco,463,1,1,3,1,3,3,2,5,4,4,3,3,neutral or dissatisfied
80380,Female,Loyal Customer,41,Business travel,Business,1222,4,4,3,5,5,3,3,2,3,3,3,5,satisfied
80384,Male,Loyal Customer,61,Business travel,Business,2077,1,5,2,4,3,1,1,1,1,3,1,1,neutral or dissatisfied
80387,Male,Loyal Customer,36,Personal Travel,Eco,646,3,3,4,3,3,4,5,3,3,3,5,4,neutral or dissatisfied
80416,Female,Loyal Customer,36,Business travel,Business,2586,2,2,3,4,4,5,5,5,5,5,5,3,satisfied
81000,Female,disloyal Customer,25,Business travel,Business,863,4,4,2,4,2,2,4,2,3,3,5,2,satisfied
81001,Female,Loyal Customer,10,Personal Travel,Eco,551,1,1,5,1,5,5,1,2,1,3,3,5,neutral or dissatisfied
81005,Female,disloyal Customer,37,Business travel,Eco,435,4,4,4,4,4,4,5,5,3,5,4,4,neutral or dissatisfied
81103,Male,disloyal Customer,40,Business travel,Eco,101,1,0,4,0,4,4,1,1,3,5,5,4,neutral or dissatisfied
81129,Male,Loyal Customer,60,Personal Travel,Business,127,3,3,5,2,4,3,3,3,3,2,3,5,neutral or dissatisfied
81142,Female,Loyal Customer,53,Personal Travel,Eco,1733,2,2,3,4,5,4,4,2,4,5,4,3,neutral or dissatisfied
81277,Male,Loyal Customer,47,Business travel,Business,1734,0,0,2,5,4,5,5,5,5,3,5,4,satisfied
81293,Male,Loyal Customer,56,Business travel,Eco Plus,373,4,4,4,4,4,4,1,3,4,1,4,4,satisfied
81357,Female,Loyal Customer,46,Business travel,Business,1766,3,3,4,4,4,5,5,5,5,5,5,3,satisfied
81729,Male,Loyal Customer,34,Business travel,Business,3066,4,4,3,1,4,3,3,4,3,1,3,2,satisfied
81837,Male,Loyal Customer,41,Business travel,Business,909,4,4,3,5,5,5,5,5,5,5,5,4,satisfied
81879,Female,Loyal Customer,29,Business travel,Business,2675,1,3,1,1,1,1,1,3,4,4,4,1,neutral or dissatisfied
81886,Female,Loyal Customer,62,Personal Travel,Eco,280,2,2,4,4,5,5,5,2,5,3,5,4,neutral or dissatisfied
82021,Male,Loyal Customer,53,Business travel,Business,3815,4,3,2,4,4,4,4,3,4,1,4,3,neutral or dissatisfied
82189,Female,Loyal Customer,31,Business travel,Business,1670,2,4,2,2,2,2,2,1,2,1,4,2,neutral or dissatisfied
82715,Male,Loyal Customer,35,Business travel,Eco,261,3,4,3,3,3,3,4,3,3,2,4,3,neutral or dissatisfied
82814,Female,Loyal Customer,10,Personal Travel,Business,1041,3,3,4,3,4,4,5,2,5,3,5,4,neutral or dissatisfied
82915,Female,Loyal Customer,46,Business travel,Business,1618,3,4,3,3,2,2,2,2,2,1,2,3,satisfied
83140,Female,Loyal Customer,41,Business travel,Business,580,2,2,4,5,5,5,5,5,5,5,5,5,satisfied
83286,Female,Loyal Customer,27,Personal Travel,Business,337,3,2,3,2,3,3,2,5,4,4,3,3,neutral or dissatisfied
83336,Female,Loyal Customer,58,Business travel,Business,3730,2,2,4,4,4,4,4,4,4,5,4,4,satisfied
83406,Male,Loyal Customer,49,Personal Travel,Eco,1744,1,1,5,1,5,5,4,4,3,5,5,5,neutral or dissatisfied
83450,Female,Loyal Customer,54,Business travel,Business,1597,1,1,3,5,4,4,4,4,4,5,4,3,satisfied
83636,Female,Loyal Customer,24,Personal Travel,Eco,391,3,3,4,3,4,4,1,4,4,2,2,4,neutral or dissatisfied
83695,Female,Loyal Customer,39,Business travel,Eco,306,1,4,1,1,1,1,3,5,3,1,3,1,neutral or dissatisfied
83779,Male,Loyal Customer,54,Business travel,Business,285,5,5,4,5,4,4,4,4,4,4,4,5,satisfied
83831,Male,Loyal Customer,42,Personal Travel,Eco,907,2,2,4,2,4,4,4,3,4,4,5,4,neutral or dissatisfied
83835,Male,Loyal Customer,11,Personal Travel,Eco,912,1,1,5,1,5,5,4,3,4,4,5,5,neutral or dissatisfied
83896,Female,Loyal Customer,54,Business travel,Eco,2588,5,3,3,4,3,5,5,5,5,2,5,1,satisfied
84101,Female,Loyal Customer,8,Personal Travel,Eco,516,2,2,4,2,4,4,5,3,4,4,4,4,neutral or dissatisfied
84377,Female,Loyal Customer,34,Business travel,Business,2961,4,4,4,4,4,2,2,2,2,5,2,3,satisfied
84629,Male,Loyal Customer,55,Personal Travel,Eco,1050,5,5,4,5,4,4,3,5,5,4,5,4,satisfied
84774,Female,Loyal Customer,27,Personal Travel,Eco,257,1,1,1,1,1,1,2,3,2,4,3,1,neutral or dissatisfied
84781,Male,Loyal Customer,26,Business travel,Eco,1012,3,3,3,3,3,3,1,2,3,4,2,3,neutral or dissatisfied
84788,Male,Loyal Customer,40,Personal Travel,Eco,631,1,2,5,2,5,5,4,2,5,4,4,5,neutral or dissatisfied
84853,Female,Loyal Customer,54,Personal Travel,Eco Plus,423,3,3,1,1,2,2,2,3,2,2,2,1,neutral or dissatisfied
84950,Female,Loyal Customer,29,Business travel,Business,2156,5,5,5,5,5,5,5,5,5,4,4,5,satisfied
85037,Female,Loyal Customer,38,Business travel,Eco Plus,429,3,4,3,3,3,3,2,4,4,2,3,3,neutral or dissatisfied
85233,Female,Loyal Customer,36,Business travel,Business,365,3,4,2,2,3,3,3,3,3,3,3,3,neutral or dissatisfied
85261,Female,disloyal Customer,26,Business travel,Business,762,0,0,4,0,4,4,4,2,4,3,4,4,satisfied
85503,Female,Loyal Customer,49,Personal Travel,Eco,861,2,2,3,3,3,5,5,2,5,1,5,1,neutral or dissatisfied
85565,Male,Loyal Customer,32,Business travel,Business,3488,2,2,5,5,5,5,4,3,4,2,5,5,satisfied
85581,Male,Loyal Customer,35,Business travel,Business,3192,3,3,3,2,1,5,5,5,5,4,5,3,satisfied
85666,Female,Loyal Customer,24,Business travel,Business,1859,5,3,2,2,2,2,1,3,4,5,3,2,satisfied
85979,Female,Loyal Customer,33,Business travel,Eco Plus,844,4,4,4,4,4,4,5,3,5,2,1,4,satisfied
86035,Female,disloyal Customer,26,Business travel,Eco Plus,1208,2,2,5,2,5,5,3,2,5,1,5,5,neutral or dissatisfied
86215,Female,disloyal Customer,59,Business travel,Eco Plus,337,3,3,5,3,5,5,1,3,1,4,2,5,neutral or dissatisfied
86263,Male,Loyal Customer,31,Personal Travel,Eco,373,2,2,1,2,1,1,1,1,4,3,4,1,neutral or dissatisfied
86424,Female,disloyal Customer,12,Business travel,Business,644,4,3,3,3,3,3,3,5,5,5,5,3,satisfied
86554,Male,Loyal Customer,54,Personal Travel,Eco,447,4,4,5,4,4,5,3,2,5,5,5,5,satisfied
86581,Female,Loyal Customer,55,Business travel,Eco,106,5,3,2,3,4,5,5,5,5,5,5,3,satisfied
86669,Female,Loyal Customer,42,Personal Travel,Business,769,3,3,2,4,5,1,1,3,1,3,1,3,neutral or dissatisfied
86725,Female,disloyal Customer,23,Business travel,Eco,238,3,3,2,3,2,2,5,2,3,5,2,2,neutral or dissatisfied
86782,Male,disloyal Customer,23,Business travel,Eco,980,1,1,2,1,2,2,3,5,5,4,5,2,neutral or dissatisfied
86940,Male,Loyal Customer,53,Personal Travel,Eco,255,4,4,2,4,2,2,4,4,4,4,5,2,neutral or dissatisfied
87000,Male,Loyal Customer,59,Business travel,Business,1635,4,4,4,5,5,5,5,4,5,3,5,3,satisfied
87326,Female,Loyal Customer,66,Personal Travel,Eco Plus,349,2,2,3,5,5,1,1,2,1,5,1,5,neutral or dissatisfied
87527,Female,Loyal Customer,24,Business travel,Business,2295,4,2,4,4,4,4,2,2,2,1,3,4,neutral or dissatisfied
87547,Female,disloyal Customer,22,Business travel,Eco,1154,3,3,5,3,4,5,3,5,3,1,3,5,neutral or dissatisfied
87753,Female,Loyal Customer,20,Business travel,Business,2965,3,3,4,4,4,4,4,3,5,3,4,4,satisfied
87842,Male,Loyal Customer,15,Personal Travel,Business,308,3,3,4,3,4,4,1,3,1,2,2,4,neutral or dissatisfied
88027,Male,Loyal Customer,46,Business travel,Business,129,0,0,3,5,3,5,5,5,5,5,5,2,satisfied
88033,Female,Loyal Customer,38,Personal Travel,Eco,337,4,4,1,4,1,1,2,5,5,3,5,1,neutral or dissatisfied
88085,Female,Loyal Customer,44,Business travel,Eco,524,5,1,3,4,5,5,5,5,5,1,5,5,satisfied
88090,Male,disloyal Customer,42,Business travel,Eco,429,3,2,1,2,1,1,1,1,2,4,1,1,neutral or dissatisfied
88353,Female,Loyal Customer,43,Personal Travel,Eco,1541,3,3,4,2,4,3,3,3,3,1,3,2,neutral or dissatisfied
88470,Male,Loyal Customer,44,Personal Travel,Eco,531,3,3,5,3,3,5,3,4,4,4,4,5,neutral or dissatisfied
88484,Male,disloyal Customer,20,Business travel,Eco,67,5,5,5,5,5,5,3,3,5,3,3,5,satisfied
88495,Male,Loyal Customer,46,Business travel,Eco Plus,438,2,4,2,2,2,2,1,4,4,1,3,2,neutral or dissatisfied
88624,Male,Loyal Customer,47,Personal Travel,Eco Plus,806,3,3,5,3,5,5,2,2,3,1,4,5,neutral or dissatisfied
88636,Female,Loyal Customer,65,Personal Travel,Eco,1069,2,2,5,3,3,4,4,2,4,1,4,1,neutral or dissatisfied
88723,Male,Loyal Customer,55,Business travel,Business,152,3,3,1,2,4,4,4,4,4,1,4,5,satisfied
89047,Male,Loyal Customer,38,Business travel,Business,2583,4,3,1,3,2,4,4,4,4,3,4,2,neutral or dissatisfied
89074,Male,Loyal Customer,28,Business travel,Business,3557,3,3,4,4,4,1,2,2,2,4,1,4,satisfied
89190,Female,Loyal Customer,39,Business travel,Business,1235,2,2,2,4,4,3,3,3,3,5,3,3,satisfied
89539,Female,Loyal Customer,36,Business travel,Business,1759,2,3,3,4,3,2,2,2,2,2,2,1,neutral or dissatisfied
89656,Male,disloyal Customer,22,Business travel,Eco,468,4,4,5,4,5,5,5,5,4,3,5,5,neutral or dissatisfied
89684,Female,Loyal Customer,39,Business travel,Business,1736,1,1,1,2,2,4,4,5,5,4,4,1,satisfied
89755,Male,Loyal Customer,31,Business travel,Business,3916,3,4,3,4,3,3,2,1,1,4,2,3,satisfied
89773,Female,Loyal Customer,8,Personal Travel,Eco,1547,3,3,5,3,5,5,4,4,3,3,4,5,neutral or dissatisfied
89837,Male,Loyal Customer,68,Personal Travel,Eco,759,1,1,4,1,4,4,5,5,5,3,4,4,neutral or dissatisfied
90423,Male,Loyal Customer,70,Personal Travel,Eco,296,4,4,1,4,1,1,5,4,5,5,5,1,neutral or dissatisfied
90430,Female,Loyal Customer,48,Business travel,Eco Plus,212,4,2,1,3,3,5,5,4,5,1,5,3,neutral or dissatisfied
90500,Male,Loyal Customer,47,Business travel,Business,2857,2,2,3,3,3,3,4,4,5,3,3,3,satisfied
90652,Female,Loyal Customer,35,Business travel,Business,1009,3,5,2,3,3,3,3,3,3,2,3,2,neutral or dissatisfied
90714,Male,Loyal Customer,54,Business travel,Eco,639,2,5,2,2,2,2,3,1,4,1,3,2,neutral or dissatisfied
90822,Male,disloyal Customer,57,Business travel,Business,213,4,4,3,4,3,3,5,3,4,4,5,3,satisfied
90832,Male,Loyal Customer,41,Business travel,Business,862,5,5,2,4,5,5,5,5,5,4,5,5,satisfied
90975,Male,Loyal Customer,56,Business travel,Business,109,4,4,4,5,5,5,5,5,4,4,5,4,satisfied
90997,Female,Loyal Customer,47,Business travel,Eco,594,2,2,5,3,4,3,3,2,3,2,3,3,neutral or dissatisfied
91006,Male,disloyal Customer,37,Business travel,Eco Plus,253,1,0,4,0,4,4,1,4,3,5,3,4,neutral or dissatisfied
